customer_id,customer_name,segment,region,city,industry
C00461,Customer 0461,SMB,West,Mumbai,Manufacturing
C00462,Customer 0462,Mid-Market,North,Lucknow,Energy
C00463,Customer 0463,Enterprise,Central,Bhopal,Logistics
C00464,Customer 0464,Mid-Market,South,Chennai,Automotive
C00465,Customer 0465,Enterprise,West,Ahmedabad,Manufacturing
C00466,Customer 0466,SMB,East,Bhubaneswar,Healthcare
C00467,Customer 0467,Mid-Market,West,Pune,Healthcare
C00468,Customer 0468,Mid-Market,Central,Indore,Automotive
C00469,Customer 0469,Mid-Market,North,Lucknow,Healthcare
C00470,Customer 0470,Mid-Market,West,Ahmedabad,Manufacturing
C00471,Customer 0471,SMB,South,Bengaluru,Construction
C00472,Customer 0472,SMB,West,Ahmedabad,Automotive
C00473,Customer 0473,Mid-Market,North,Delhi,Automotive
C00474,Customer 0474,SMB,North,Chandigarh,Logistics
C00475,Customer 0475,SMB,South,Bengaluru,Automotive
C00476,Customer 0476,Mid-Market,South,Hyderabad,Healthcare
C00477,Customer 0477,SMB,South,Hyderabad,Manufacturing
C00478,Customer 0478,Enterprise,West,Pune,Automotive
C00479,Customer 0479,SMB,West,Ahmedabad,Energy
C00480,Customer 0480,SMB,South,Chennai,Construction
C00481,Customer 0481,Enterprise,South,Hyderabad,Energy
C00482,Customer 0482,SMB,North,Lucknow,Healthcare
C00483,Customer 0483,SMB,West,Pune,Manufacturing
C00484,Customer 0484,Mid-Market,South,Bengaluru,Logistics
C00485,Customer 0485,Mid-Market,North,Delhi,Automotive
C00486,Customer 0486,SMB,South,Bengaluru,Healthcare
C00487,Customer 0487,SMB,West,Ahmedabad,Energy
C00488,Customer 0488,Enterprise,South,Hyderabad,Automotive
C00489,Customer 0489,Mid-Market,West,Pune,Construction
C00490,Customer 0490,Mid-Market,West,Pune,Healthcare
C00491,Customer 0491,Mid-Market,East,Guwahati,Logistics
C00492,Customer 0492,Mid-Market,West,Pune,Manufacturing
C00493,Customer 0493,Enterprise,West,Mumbai,Manufacturing
C00494,Customer 0494,Enterprise,South,Bengaluru,Energy
C00495,Customer 0495,Mid-Market,East,Bhubaneswar,Automotive
C00496,Customer 0496,Mid-Market,West,Pune,Automotive
C00497,Customer 0497,Mid-Market,South,Chennai,Construction
C00498,Customer 0498,SMB,West,Pune,Automotive
C00499,Customer 0499,Mid-Market,South,Chennai,Manufacturing
C00500,Customer 0500,Mid-Market,West,Pune,Automotive
C00501,Customer 0501,Enterprise,East,Bhubaneswar,Energy
C00502,Customer 0502,Enterprise,Central,Nagpur,Manufacturing
C00503,Customer 0503,Mid-Market,Central,Nagpur,Healthcare
C00504,Customer 0504,Enterprise,West,Ahmedabad,Construction
C00505,Customer 0505,Enterprise,West,Mumbai,Energy
C00506,Customer 0506,Enterprise,East,Bhubaneswar,Healthcare
C00507,Customer 0507,Mid-Market,South,Bengaluru,Energy
C00508,Customer 0508,Mid-Market,Central,Bhopal,Healthcare
C00509,Customer 0509,SMB,West,Ahmedabad,Energy
C00510,Customer 0510,SMB,North,Chandigarh,Manufacturing
C00511,Customer 0511,Mid-Market,North,Lucknow,Energy
C00512,Customer 0512,Enterprise,Central,Nagpur,Logistics
C00513,Customer 0513,Mid-Market,North,Delhi,Energy
C00514,Customer 0514,Enterprise,South,Hyderabad,Manufacturing
C00515,Customer 0515,Mid-Market,South,Chennai,Healthcare
C00516,Customer 0516,Mid-Market,North,Delhi,Construction
C00517,Customer 0517,Mid-Market,South,Bengaluru,Construction
C00518,Customer 0518,Mid-Market,East,Kolkata,Energy
C00519,Customer 0519,Mid-Market,North,Lucknow,Manufacturing
C00520,Customer 0520,SMB,Central,Nagpur,Manufacturing
C00521,Customer 0521,SMB,Central,Bhopal,Healthcare
C00522,Customer 0522,Mid-Market,South,Chennai,Manufacturing
C00523,Customer 0523,Mid-Market,North,Chandigarh,Energy
C00524,Customer 0524,Enterprise,West,Ahmedabad,Automotive
C00525,Customer 0525,SMB,North,Delhi,Construction
C00526,Customer 0526,Mid-Market,South,Bengaluru,Healthcare
C00527,Customer 0527,Mid-Market,Central,Nagpur,Construction
C00528,Customer 0528,Mid-Market,Central,Nagpur,Automotive
C00529,Customer 0529,SMB,East,Kolkata,Healthcare
C00530,Customer 0530,Mid-Market,South,Bengaluru,Construction
C00531,Customer 0531,Mid-Market,East,Kolkata,Healthcare
C00532,Customer 0532,Mid-Market,East,Guwahati,Construction
C00533,Customer 0533,Mid-Market,South,Chennai,Automotive
C00534,Customer 0534,Mid-Market,West,Ahmedabad,Construction
C00535,Customer 0535,Mid-Market,North,Chandigarh,Automotive
C00536,Customer 0536,Mid-Market,North,Chandigarh,Logistics
C00537,Customer 0537,Mid-Market,West,Ahmedabad,Logistics
C00538,Customer 0538,Enterprise,North,Chandigarh,Construction
C00539,Customer 0539,SMB,North,Delhi,Healthcare
C00540,Customer 0540,Mid-Market,Central,Nagpur,Healthcare
C00541,Customer 0541,Mid-Market,Central,Bhopal,Healthcare
C00542,Customer 0542,Mid-Market,West,Pune,Healthcare
C00543,Customer 0543,Mid-Market,Central,Bhopal,Manufacturing
C00544,Customer 0544,Mid-Market,Central,Bhopal,Automotive
C00545,Customer 0545,SMB,North,Delhi,Automotive
C00546,Customer 0546,Mid-Market,South,Chennai,Energy
C00547,Customer 0547,SMB,South,Hyderabad,Automotive
C00548,Customer 0548,SMB,North,Chandigarh,Logistics
C00549,Customer 0549,Mid-Market,East,Kolkata,Energy
C00550,Customer 0550,Mid-Market,South,Hyderabad,Energy
C00551,Customer 0551,Mid-Market,West,Mumbai,Construction
C00552,Customer 0552,Mid-Market,North,Delhi,Manufacturing
C00553,Customer 0553,Mid-Market,North,Lucknow,Healthcare
C00554,Customer 0554,Mid-Market,Central,Indore,Healthcare
C00555,Customer 0555,Mid-Market,North,Chandigarh,Healthcare
C00556,Customer 0556,Enterprise,South,Bengaluru,Logistics
C00557,Customer 0557,SMB,South,Bengaluru,Construction
C00558,Customer 0558,Mid-Market,West,Pune,Healthcare
C00559,Customer 0559,SMB,West,Ahmedabad,Automotive
C00560,Customer 0560,Enterprise,West,Ahmedabad,Manufacturing
C00561,Customer 0561,Mid-Market,North,Chandigarh,Construction
C00562,Customer 0562,Enterprise,South,Hyderabad,Automotive
C00563,Customer 0563,Mid-Market,Central,Bhopal,Automotive
C00564,Customer 0564,Mid-Market,West,Mumbai,Automotive
C00565,Customer 0565,SMB,West,Ahmedabad,Energy
C00566,Customer 0566,Mid-Market,East,Kolkata,Construction
C00567,Customer 0567,Mid-Market,East,Kolkata,Manufacturing
C00568,Customer 0568,Mid-Market,North,Chandigarh,Automotive
C00569,Customer 0569,Mid-Market,South,Bengaluru,Logistics
C00570,Customer 0570,Mid-Market,West,Ahmedabad,Energy
C00571,Customer 0571,Mid-Market,South,Chennai,Manufacturing
C00572,Customer 0572,Enterprise,Central,Nagpur,Healthcare
C00573,Customer 0573,Enterprise,West,Ahmedabad,Healthcare
C00574,Customer 0574,Enterprise,East,Guwahati,Automotive
C00575,Customer 0575,SMB,Central,Bhopal,Automotive
C00576,Customer 0576,Mid-Market,West,Ahmedabad,Healthcare
C00577,Customer 0577,Enterprise,Central,Nagpur,Healthcare
C00578,Customer 0578,SMB,West,Mumbai,Healthcare
C00579,Customer 0579,Enterprise,Central,Bhopal,Automotive
C00580,Customer 0580,Mid-Market,South,Hyderabad,Construction
C00581,Customer 0581,SMB,West,Ahmedabad,Healthcare
C00582,Customer 0582,SMB,West,Ahmedabad,Healthcare
C00583,Customer 0583,SMB,North,Delhi,Manufacturing
C00584,Customer 0584,Mid-Market,South,Hyderabad,Healthcare
C00585,Customer 0585,SMB,Central,Indore,Construction
C00586,Customer 0586,Enterprise,West,Mumbai,Manufacturing
C00587,Customer 0587,SMB,North,Lucknow,Energy
C00588,Customer 0588,SMB,South,Chennai,Manufacturing
C00589,Customer 0589,SMB,North,Lucknow,Automotive
C00590,Customer 0590,Mid-Market,North,Lucknow,Healthcare
C00591,Customer 0591,Enterprise,Central,Nagpur,Manufacturing
C00592,Customer 0592,Mid-Market,South,Hyderabad,Logistics
C00593,Customer 0593,Mid-Market,South,Chennai,Logistics
C00594,Customer 0594,Mid-Market,West,Pune,Logistics
C00595,Customer 0595,SMB,North,Chandigarh,Logistics
C00596,Customer 0596,Mid-Market,South,Bengaluru,Automotive
C00597,Customer 0597,Mid-Market,East,Guwahati,Logistics
C00598,Customer 0598,Mid-Market,West,Ahmedabad,Logistics
C00599,Customer 0599,Enterprise,Central,Bhopal,Logistics
C00600,Customer 0600,Enterprise,West,Pune,Construction
C00601,Customer 0601,Enterprise,West,Mumbai,Automotive
C00602,Customer 0602,SMB,East,Kolkata,Construction
C00603,Customer 0603,SMB,Central,Nagpur,Healthcare
C00604,Customer 0604,Mid-Market,East,Guwahati,Logistics
C00605,Customer 0605,Mid-Market,Central,Bhopal,Healthcare
C00606,Customer 0606,Mid-Market,East,Guwahati,Healthcare
C00607,Customer 0607,SMB,Central,Nagpur,Healthcare
C00608,Customer 0608,SMB,North,Lucknow,Logistics
C00609,Customer 0609,Mid-Market,East,Guwahati,Logistics
C00610,Customer 0610,SMB,South,Bengaluru,Logistics
C00611,Customer 0611,Mid-Market,West,Ahmedabad,Construction
C00612,Customer 0612,Mid-Market,West,Mumbai,Healthcare
C00613,Customer 0613,SMB,Central,Nagpur,Automotive
C00614,Customer 0614,Mid-Market,Central,Bhopal,Healthcare
C00615,Customer 0615,Mid-Market,South,Hyderabad,Healthcare
C00616,Customer 0616,Mid-Market,East,Guwahati,Healthcare
C00617,Customer 0617,Mid-Market,East,Kolkata,Construction
C00618,Customer 0618,Mid-Market,South,Hyderabad,Manufacturing
C00619,Customer 0619,Mid-Market,North,Lucknow,Construction
C00620,Customer 0620,Mid-Market,North,Chandigarh,Healthcare
C00621,Customer 0621,Enterprise,East,Guwahati,Healthcare
C00622,Customer 0622,SMB,West,Pune,Logistics
C00623,Customer 0623,Mid-Market,Central,Bhopal,Healthcare
C00624,Customer 0624,SMB,West,Pune,Manufacturing
C00625,Customer 0625,Enterprise,Central,Bhopal,Logistics
C00626,Customer 0626,Mid-Market,South,Bengaluru,Healthcare
C00627,Customer 0627,Mid-Market,East,Kolkata,Logistics
C00628,Customer 0628,SMB,North,Delhi,Healthcare
C00629,Customer 0629,Enterprise,West,Ahmedabad,Construction
C00630,Customer 0630,SMB,East,Kolkata,Logistics
C00631,Customer 0631,Mid-Market,Central,Indore,Logistics
C00632,Customer 0632,Mid-Market,Central,Bhopal,Healthcare
C00633,Customer 0633,Mid-Market,North,Chandigarh,Energy
C00634,Customer 0634,Enterprise,South,Bengaluru,Energy
C00635,Customer 0635,Mid-Market,North,Delhi,Construction
C00636,Customer 0636,Mid-Market,North,Delhi,Energy
C00637,Customer 0637,Mid-Market,East,Guwahati,Construction
C00638,Customer 0638,Mid-Market,East,Bhubaneswar,Construction
C00639,Customer 0639,Mid-Market,East,Guwahati,Energy
C00640,Customer 0640,Enterprise,Central,Indore,Construction
C00641,Customer 0641,Enterprise,East,Bhubaneswar,Logistics
C00642,Customer 0642,Enterprise,East,Kolkata,Healthcare
C00643,Customer 0643,Enterprise,North,Chandigarh,Energy
C00644,Customer 0644,Mid-Market,South,Hyderabad,Automotive
C00645,Customer 0645,Enterprise,West,Ahmedabad,Construction
C00646,Customer 0646,SMB,Central,Nagpur,Healthcare
C00647,Customer 0647,Enterprise,North,Lucknow,Manufacturing
C00648,Customer 0648,Enterprise,West,Pune,Energy
C00649,Customer 0649,SMB,East,Kolkata,Construction
C00650,Customer 0650,Mid-Market,North,Lucknow,Construction
C00651,Customer 0651,Mid-Market,South,Hyderabad,Construction
C00652,Customer 0652,SMB,Central,Indore,Manufacturing
C00653,Customer 0653,SMB,East,Guwahati,Construction
C00654,Customer 0654,SMB,South,Chennai,Healthcare
C00655,Customer 0655,Enterprise,Central,Indore,Healthcare
C00656,Customer 0656,Mid-Market,South,Chennai,Energy
C00657,Customer 0657,SMB,Central,Bhopal,Construction
C00658,Customer 0658,SMB,South,Chennai,Logistics
C00659,Customer 0659,Enterprise,West,Mumbai,Logistics
C00660,Customer 0660,Mid-Market,South,Hyderabad,Healthcare
C00661,Customer 0661,Mid-Market,South,Hyderabad,Construction
C00662,Customer 0662,Enterprise,Central,Nagpur,Healthcare
C00663,Customer 0663,Mid-Market,North,Chandigarh,Automotive
C00664,Customer 0664,Mid-Market,North,Chandigarh,Energy
C00665,Customer 0665,Mid-Market,South,Hyderabad,Healthcare
C00666,Customer 0666,Enterprise,East,Guwahati,Energy
C00667,Customer 0667,Mid-Market,East,Bhubaneswar,Construction
C00668,Customer 0668,Enterprise,Central,Indore,Logistics
C00669,Customer 0669,Mid-Market,South,Bengaluru,Logistics
C00670,Customer 0670,Enterprise,South,Chennai,Logistics
C00671,Customer 0671,SMB,North,Lucknow,Energy
C00672,Customer 0672,Enterprise,West,Pune,Manufacturing
C00673,Customer 0673,Mid-Market,Central,Indore,Automotive
C00674,Customer 0674,Enterprise,East,Guwahati,Automotive
C00675,Customer 0675,Enterprise,West,Mumbai,Automotive
C00676,Customer 0676,Enterprise,South,Hyderabad,Logistics
C00677,Customer 0677,Enterprise,Central,Indore,Automotive
C00678,Customer 0678,Enterprise,West,Mumbai,Construction
C00679,Customer 0679,Mid-Market,North,Lucknow,Manufacturing
C00680,Customer 0680,Mid-Market,South,Hyderabad,Energy
C00681,Customer 0681,Enterprise,North,Delhi,Energy
C00682,Customer 0682,Mid-Market,North,Chandigarh,Construction
C00683,Customer 0683,Mid-Market,North,Delhi,Automotive
C00684,Customer 0684,Mid-Market,South,Hyderabad,Energy
C00685,Customer 0685,Mid-Market,West,Pune,Logistics
C00686,Customer 0686,Enterprise,South,Hyderabad,Energy
C00687,Customer 0687,Mid-Market,South,Chennai,Logistics
C00688,Customer 0688,Mid-Market,Central,Indore,Logistics
C00689,Customer 0689,SMB,East,Kolkata,Manufacturing
C00690,Customer 0690,SMB,West,Pune,Construction
C00691,Customer 0691,SMB,South,Chennai,Manufacturing
C00692,Customer 0692,Mid-Market,Central,Nagpur,Automotive
C00693,Customer 0693,Enterprise,South,Bengaluru,Healthcare
C00694,Customer 0694,Mid-Market,South,Chennai,Automotive
C00695,Customer 0695,Mid-Market,Central,Nagpur,Automotive
C00696,Customer 0696,Enterprise,West,Mumbai,Energy
C00697,Customer 0697,Enterprise,East,Bhubaneswar,Healthcare
C00698,Customer 0698,Mid-Market,West,Mumbai,Manufacturing
C00699,Customer 0699,Mid-Market,West,Ahmedabad,Automotive
C00700,Customer 0700,Enterprise,South,Bengaluru,Healthcare
C00701,Customer 0701,SMB,South,Hyderabad,Healthcare
C00702,Customer 0702,Mid-Market,South,Hyderabad,Automotive
C00703,Customer 0703,SMB,North,Delhi,Automotive
C00704,Customer 0704,Mid-Market,Central,Nagpur,Automotive
C00705,Customer 0705,Mid-Market,South,Bengaluru,Manufacturing
C00706,Customer 0706,Enterprise,West,Pune,Manufacturing
C00707,Customer 0707,Mid-Market,East,Guwahati,Automotive
C00708,Customer 0708,Enterprise,East,Guwahati,Energy
C00709,Customer 0709,Enterprise,South,Bengaluru,Construction
C00710,Customer 0710,Mid-Market,West,Mumbai,Manufacturing
C00711,Customer 0711,Mid-Market,Central,Nagpur,Logistics
C00712,Customer 0712,Enterprise,East,Guwahati,Healthcare
C00713,Customer 0713,SMB,East,Guwahati,Automotive
C00714,Customer 0714,Enterprise,Central,Indore,Logistics
C00715,Customer 0715,Mid-Market,East,Kolkata,Logistics
C00716,Customer 0716,Mid-Market,North,Delhi,Logistics
C00717,Customer 0717,Mid-Market,West,Mumbai,Construction
C00718,Customer 0718,Mid-Market,North,Chandigarh,Logistics
C00719,Customer 0719,Enterprise,West,Ahmedabad,Automotive
C00720,Customer 0720,SMB,Central,Indore,Energy
C00721,Customer 0721,Mid-Market,West,Ahmedabad,Construction
C00722,Customer 0722,Enterprise,South,Hyderabad,Logistics
C00723,Customer 0723,Mid-Market,North,Chandigarh,Logistics
C00724,Customer 0724,SMB,Central,Bhopal,Manufacturing
C00725,Customer 0725,SMB,North,Delhi,Energy
C00726,Customer 0726,SMB,North,Lucknow,Logistics
C00727,Customer 0727,Mid-Market,South,Bengaluru,Healthcare
C00728,Customer 0728,Mid-Market,North,Chandigarh,Healthcare
C00729,Customer 0729,Mid-Market,South,Chennai,Automotive
C00730,Customer 0730,SMB,West,Pune,Healthcare
C00731,Customer 0731,Mid-Market,South,Bengaluru,Logistics
C00732,Customer 0732,Mid-Market,North,Chandigarh,Energy
C00733,Customer 0733,Mid-Market,North,Chandigarh,Construction
C00734,Customer 0734,Mid-Market,South,Bengaluru,Healthcare
C00735,Customer 0735,Enterprise,North,Lucknow,Construction
C00736,Customer 0736,Mid-Market,East,Kolkata,Healthcare
C00737,Customer 0737,Mid-Market,North,Chandigarh,Manufacturing
C00738,Customer 0738,SMB,South,Hyderabad,Manufacturing
C00739,Customer 0739,Mid-Market,South,Bengaluru,Energy
C00740,Customer 0740,SMB,South,Chennai,Energy
C00741,Customer 0741,Mid-Market,North,Chandigarh,Logistics
C00742,Customer 0742,SMB,North,Delhi,Logistics
C00743,Customer 0743,Enterprise,Central,Nagpur,Logistics
C00744,Customer 0744,SMB,North,Chandigarh,Energy
C00745,Customer 0745,Mid-Market,West,Pune,Logistics
C00746,Customer 0746,Mid-Market,West,Ahmedabad,Manufacturing
C00747,Customer 0747,Mid-Market,South,Hyderabad,Construction
C00748,Customer 0748,Mid-Market,South,Chennai,Manufacturing
C00749,Customer 0749,Mid-Market,East,Bhubaneswar,Manufacturing
C00750,Customer 0750,SMB,Central,Nagpur,Manufacturing
C00751,Customer 0751,SMB,South,Bengaluru,Manufacturing
C00752,Customer 0752,Mid-Market,South,Hyderabad,Construction
C00753,Customer 0753,Mid-Market,South,Bengaluru,Logistics
C00754,Customer 0754,Mid-Market,West,Ahmedabad,Logistics
C00755,Customer 0755,SMB,East,Guwahati,Construction
C00756,Customer 0756,SMB,South,Chennai,Energy
C00757,Customer 0757,Mid-Market,South,Chennai,Manufacturing
C00758,Customer 0758,SMB,Central,Indore,Healthcare
C00759,Customer 0759,Mid-Market,North,Delhi,Automotive
C00760,Customer 0760,SMB,West,Ahmedabad,Energy
C00761,Customer 0761,SMB,East,Bhubaneswar,Energy
C00762,Customer 0762,SMB,North,Delhi,Energy
C00763,Customer 0763,Enterprise,North,Delhi,Energy
C00764,Customer 0764,Mid-Market,North,Lucknow,Energy
C00765,Customer 0765,Enterprise,Central,Nagpur,Construction
C00766,Customer 0766,SMB,North,Delhi,Healthcare
C00767,Customer 0767,Mid-Market,North,Lucknow,Healthcare
C00768,Customer 0768,Mid-Market,North,Delhi,Automotive
C00769,Customer 0769,SMB,North,Chandigarh,Construction
C00770,Customer 0770,Enterprise,West,Mumbai,Construction
C00771,Customer 0771,Mid-Market,South,Hyderabad,Construction
C00772,Customer 0772,Mid-Market,West,Pune,Manufacturing
C00773,Customer 0773,Mid-Market,West,Ahmedabad,Construction
C00774,Customer 0774,Enterprise,Central,Nagpur,Energy
C00775,Customer 0775,Enterprise,North,Delhi,Construction
C00776,Customer 0776,Mid-Market,Central,Indore,Manufacturing
C00777,Customer 0777,Mid-Market,West,Mumbai,Healthcare
C00778,Customer 0778,Mid-Market,North,Chandigarh,Automotive
C00779,Customer 0779,Enterprise,East,Kolkata,Automotive
C00780,Customer 0780,Mid-Market,Central,Nagpur,Manufacturing
C00781,Customer 0781,Mid-Market,South,Chennai,Manufacturing
C00782,Customer 0782,Mid-Market,Central,Bhopal,Automotive
C00783,Customer 0783,SMB,South,Hyderabad,Automotive
C00784,Customer 0784,Mid-Market,West,Ahmedabad,Logistics
C00785,Customer 0785,Mid-Market,Central,Bhopal,Energy
C00786,Customer 0786,SMB,South,Hyderabad,Logistics
C00787,Customer 0787,Mid-Market,East,Guwahati,Logistics
C00788,Customer 0788,Mid-Market,South,Bengaluru,Automotive
C00789,Customer 0789,Enterprise,East,Guwahati,Logistics
C00790,Customer 0790,Enterprise,West,Mumbai,Manufacturing
C00791,Customer 0791,Enterprise,North,Lucknow,Healthcare
C00792,Customer 0792,SMB,South,Chennai,Healthcare
C00793,Customer 0793,SMB,South,Hyderabad,Energy
C00794,Customer 0794,Enterprise,North,Delhi,Manufacturing
C00795,Customer 0795,Enterprise,North,Chandigarh,Manufacturing
C00796,Customer 0796,Mid-Market,South,Hyderabad,Automotive
C00797,Customer 0797,Mid-Market,North,Lucknow,Construction
C00798,Customer 0798,Mid-Market,North,Lucknow,Logistics
C00799,Customer 0799,Mid-Market,East,Bhubaneswar,Automotive
C00800,Customer 0800,SMB,East,Guwahati,Manufacturing
C00801,Customer 0801,Mid-Market,East,Bhubaneswar,Energy
C00802,Customer 0802,Mid-Market,South,Hyderabad,Healthcare
C00803,Customer 0803,Mid-Market,Central,Bhopal,Logistics
C00804,Customer 0804,Mid-Market,West,Ahmedabad,Manufacturing
C00805,Customer 0805,SMB,North,Chandigarh,Healthcare
C00806,Customer 0806,Enterprise,North,Chandigarh,Manufacturing
C00807,Customer 0807,SMB,East,Guwahati,Healthcare
C00808,Customer 0808,SMB,North,Lucknow,Healthcare
C00809,Customer 0809,SMB,West,Pune,Healthcare
C00810,Customer 0810,Mid-Market,Central,Indore,Construction
C00811,Customer 0811,Mid-Market,North,Delhi,Energy
C00812,Customer 0812,SMB,North,Delhi,Automotive
C00813,Customer 0813,SMB,Central,Nagpur,Logistics
C00814,Customer 0814,Mid-Market,West,Pune,Logistics
C00815,Customer 0815,SMB,North,Lucknow,Manufacturing
C00816,Customer 0816,Mid-Market,Central,Indore,Logistics
C00817,Customer 0817,Mid-Market,Central,Bhopal,Logistics
C00818,Customer 0818,SMB,West,Pune,Energy
C00819,Customer 0819,Mid-Market,West,Mumbai,Healthcare
C00820,Customer 0820,Mid-Market,South,Hyderabad,Manufacturing
C00821,Customer 0821,SMB,North,Delhi,Healthcare
C00822,Customer 0822,SMB,West,Ahmedabad,Automotive
C00823,Customer 0823,SMB,South,Chennai,Logistics
C00824,Customer 0824,Mid-Market,East,Guwahati,Manufacturing
C00825,Customer 0825,SMB,Central,Nagpur,Logistics
C00826,Customer 0826,Enterprise,North,Chandigarh,Logistics
C00827,Customer 0827,Mid-Market,West,Mumbai,Logistics
C00828,Customer 0828,Mid-Market,South,Chennai,Energy
C00829,Customer 0829,SMB,Central,Indore,Logistics
C00830,Customer 0830,SMB,South,Bengaluru,Energy
C00831,Customer 0831,SMB,West,Mumbai,Logistics
C00832,Customer 0832,Mid-Market,West,Pune,Logistics
C00833,Customer 0833,Mid-Market,South,Bengaluru,Logistics
C00834,Customer 0834,Mid-Market,East,Kolkata,Healthcare
C00835,Customer 0835,Mid-Market,East,Bhubaneswar,Automotive
C00836,Customer 0836,Enterprise,West,Ahmedabad,Healthcare
C00837,Customer 0837,Mid-Market,East,Bhubaneswar,Healthcare
C00838,Customer 0838,SMB,Central,Bhopal,Automotive
C00839,Customer 0839,SMB,South,Chennai,Energy
C00840,Customer 0840,SMB,West,Ahmedabad,Energy
C00841,Customer 0841,Mid-Market,North,Chandigarh,Logistics
C00842,Customer 0842,Mid-Market,East,Guwahati,Construction
C00843,Customer 0843,Enterprise,West,Ahmedabad,Healthcare
C00844,Customer 0844,Mid-Market,South,Chennai,Manufacturing
C00845,Customer 0845,Mid-Market,North,Chandigarh,Manufacturing
C00846,Customer 0846,Mid-Market,Central,Indore,Healthcare
C00847,Customer 0847,Enterprise,South,Hyderabad,Healthcare
C00848,Customer 0848,Mid-Market,East,Guwahati,Energy
C00849,Customer 0849,Mid-Market,North,Lucknow,Energy
C00850,Customer 0850,Mid-Market,Central,Nagpur,Logistics
C00851,Customer 0851,Mid-Market,North,Delhi,Construction
C00852,Customer 0852,Mid-Market,North,Chandigarh,Energy
C00853,Customer 0853,Mid-Market,Central,Bhopal,Logistics
C00854,Customer 0854,Mid-Market,Central,Nagpur,Healthcare
C00855,Customer 0855,Mid-Market,North,Chandigarh,Healthcare
C00856,Customer 0856,Enterprise,West,Pune,Healthcare
C00857,Customer 0857,SMB,East,Kolkata,Logistics
C00858,Customer 0858,Enterprise,Central,Indore,Automotive
C00859,Customer 0859,Mid-Market,South,Chennai,Energy
C00860,Customer 0860,Enterprise,West,Mumbai,Manufacturing
C00861,Customer 0861,Mid-Market,East,Guwahati,Manufacturing
C00862,Customer 0862,Mid-Market,East,Kolkata,Automotive
C00863,Customer 0863,SMB,East,Bhubaneswar,Logistics
C00864,Customer 0864,Mid-Market,West,Pune,Energy
C00865,Customer 0865,Mid-Market,North,Lucknow,Automotive
C00866,Customer 0866,Mid-Market,Central,Bhopal,Energy
C00867,Customer 0867,Enterprise,Central,Nagpur,Logistics
C00868,Customer 0868,Mid-Market,East,Bhubaneswar,Energy
C00869,Customer 0869,Mid-Market,North,Lucknow,Manufacturing
C00870,Customer 0870,Mid-Market,North,Chandigarh,Energy
C00871,Customer 0871,SMB,East,Kolkata,Energy
C00872,Customer 0872,SMB,North,Chandigarh,Logistics
C00873,Customer 0873,SMB,Central,Indore,Manufacturing
C00874,Customer 0874,Mid-Market,South,Hyderabad,Energy
C00875,Customer 0875,SMB,East,Bhubaneswar,Logistics
C00876,Customer 0876,Mid-Market,Central,Indore,Construction
C00877,Customer 0877,Mid-Market,South,Bengaluru,Logistics
C00878,Customer 0878,SMB,South,Chennai,Logistics
C00879,Customer 0879,Mid-Market,West,Pune,Automotive
C00880,Customer 0880,SMB,West,Mumbai,Automotive
C00881,Customer 0881,SMB,South,Chennai,Energy
C00882,Customer 0882,Enterprise,West,Ahmedabad,Healthcare
C00883,Customer 0883,Mid-Market,Central,Bhopal,Logistics
C00884,Customer 0884,Mid-Market,West,Ahmedabad,Logistics
C00885,Customer 0885,SMB,North,Lucknow,Healthcare
C00886,Customer 0886,SMB,South,Hyderabad,Manufacturing
C00887,Customer 0887,Enterprise,South,Bengaluru,Construction
C00888,Customer 0888,Enterprise,North,Lucknow,Healthcare
C00889,Customer 0889,Enterprise,North,Delhi,Automotive
C00890,Customer 0890,Mid-Market,East,Kolkata,Manufacturing
C00891,Customer 0891,Enterprise,South,Chennai,Construction
C00892,Customer 0892,SMB,Central,Bhopal,Energy
C00893,Customer 0893,Mid-Market,South,Hyderabad,Energy
C00894,Customer 0894,SMB,North,Lucknow,Manufacturing
C00895,Customer 0895,Mid-Market,East,Guwahati,Logistics
C00896,Customer 0896,Mid-Market,Central,Bhopal,Healthcare
C00897,Customer 0897,Enterprise,South,Bengaluru,Logistics
C00898,Customer 0898,SMB,North,Chandigarh,Construction
C00899,Customer 0899,Enterprise,North,Delhi,Healthcare
C00900,Customer 0900,Enterprise,West,Ahmedabad,Logistics
C00901,Customer 0901,Enterprise,West,Mumbai,Automotive
C00902,Customer 0902,SMB,South,Chennai,Construction
C00903,Customer 0903,Enterprise,North,Delhi,Energy
C00904,Customer 0904,Mid-Market,West,Pune,Construction
C00905,Customer 0905,SMB,Central,Indore,Logistics
C00906,Customer 0906,SMB,West,Ahmedabad,Construction
C00907,Customer 0907,Enterprise,West,Pune,Healthcare
C00908,Customer 0908,Enterprise,North,Lucknow,Manufacturing
C00909,Customer 0909,Mid-Market,South,Bengaluru,Logistics
C00910,Customer 0910,Enterprise,South,Hyderabad,Construction
C00911,Customer 0911,Mid-Market,East,Guwahati,Energy
C00912,Customer 0912,Mid-Market,Central,Bhopal,Logistics
C00913,Customer 0913,Mid-Market,Central,Indore,Healthcare
C00914,Customer 0914,Enterprise,Central,Nagpur,Logistics
C00915,Customer 0915,Mid-Market,Central,Nagpur,Manufacturing
C00916,Customer 0916,Enterprise,Central,Nagpur,Manufacturing
C00917,Customer 0917,Mid-Market,North,Chandigarh,Construction
C00918,Customer 0918,Enterprise,North,Delhi,Healthcare
