order_id,order_date,customer_id,customer_name,segment,industry,region,city,salesperson,product_name,category,units,unit_price,discount_pct,gross_sales,net_sales,cost,gross_margin,order_status,allocated_target
O0027325,2023-11-10,C00551,Customer 0551,Mid-Market,Construction,West,Mumbai,SP003,Cooling Systems,Components,2,41007.017967975415,0.05747978243614377,82014.03593595083,77299.8869936423,57689.576692940005,19610.310300702295,Completed,80312.86844443376
O0015976,2023-11-10,C01364,Customer 1364,Enterprise,Logistics,North,Delhi,SP039,Aftermarket Parts,Components,6,32893.364044954884,0.059833431489387356,197360.1842697293,185551.4472054936,124671.51555845911,60879.93164703449,Returned,197216.04972727157
O0032805,2023-11-10,C00784,Customer 0784,Mid-Market,Logistics,West,Ahmedabad,SP016,Aftermarket Parts,Components,1,28574.237816333716,0.10814767558372226,28574.237816333716,25484.000414920727,18494.57167153533,6989.428743385397,Completed,26477.311317799966
O0026434,2023-11-10,C01497,Customer 1497,Enterprise,Construction,Central,Indore,SP013,Service Contracts,Services,1,69708.1633127901,0.13767756966777198,69708.1633127901,60110.912801881015,37407.61570513354,22703.297096747476,Completed,67328.19434462786
O0002496,2023-11-10,C00243,Customer 0243,SMB,Energy,South,Chennai,SP029,Service Contracts,Services,1,97361.67493142022,0.10002881139481612,97361.67493142022,87622.70231262178,62866.97098211758,24755.731330504204,Completed,83328.18792309973
O0012624,2023-11-10,C01467,Customer 1467,Mid-Market,Healthcare,South,Chennai,SP052,Telematics,Digital,2,74173.72543373426,0.1001965071150266,148347.45086746852,133483.55445113016,78410.07823660831,55073.47621452184,Completed,126392.49401376698
O0015857,2023-11-10,C01047,Customer 1047,SMB,Logistics,North,Lucknow,SP029,Industrial Engines,Engines,1,237344.001572065,0.05715812305655765,237344.001572065,223777.86392347308,187015.06957019295,36762.79435328013,Completed,235469.57821267014
O0046141,2023-11-10,C00985,Customer 0985,SMB,Healthcare,North,Delhi,SP031,Filtration,Components,1,51844.11441770269,0.0788951508759643,51844.11441770269,47753.865188687276,34904.777315666506,12849.08787302077,Completed,50755.8889653475
O0026160,2023-11-10,C00244,Customer 0244,Mid-Market,Energy,West,Mumbai,SP007,Engine Systems,Powertrain,3,199896.70323475703,0.10504076444554766,599690.1097042711,536698.2021505001,450118.5284861342,86579.67366436595,Completed,588294.5214260545
O0037666,2023-11-10,C00578,Customer 0578,SMB,Healthcare,West,Mumbai,SP028,Cooling Systems,Components,1,37771.55878649928,0.11794241930031882,37771.55878649928,33316.68976247534,25547.26472756993,7769.425034905409,Completed,34615.301858303734
O0026511,2023-11-10,C01891,Customer 1891,Mid-Market,Manufacturing,South,Hyderabad,SP054,Cooling Systems,Components,1,46160.51269134742,0.14789613604716323,46160.51269134742,39333.5512263411,29616.152670655065,9717.398555686035,Completed,39994.72382218216
O0046184,2023-11-10,C01741,Customer 1741,Mid-Market,Construction,South,Bengaluru,SP035,Aftermarket Parts,Components,4,33008.36633583748,0.03380694499885225,132033.46534334993,127569.81724247943,96085.13900304264,31484.67823943679,Completed,129714.1867333454
O0018797,2023-11-10,C00844,Customer 0844,Mid-Market,Manufacturing,South,Chennai,SP035,Engine Systems,Powertrain,5,244282.35009755727,0.05548514444374477,1221411.7504877863,1153641.5430866843,924955.922068199,228685.62101848528,Completed,1220689.609648358
O0033172,2023-11-10,C00418,Customer 0418,SMB,Manufacturing,East,Kolkata,SP049,Engine Systems,Powertrain,2,201609.5675881736,0.14807484644229946,403219.1351763472,343512.5236525128,271624.49903707585,71888.02461543697,Completed,389038.83393722813
O0035052,2023-11-10,C00124,Customer 0124,Mid-Market,Construction,South,Chennai,SP003,Telematics,Digital,1,73009.7880265265,0.16828220096686047,73009.7880265265,60723.540205298676,40604.25413832636,20119.286066972316,Completed,57497.717403853334
O0034553,2023-11-10,C01922,Customer 1922,Mid-Market,Energy,South,Chennai,SP060,Engine Systems,Powertrain,2,213541.2531468266,0.05252218706382804,427082.5062936532,404651.19900640944,347018.73952693824,57632.4594794712,Completed,428168.9725191862
O0048525,2023-11-10,C00409,Customer 0409,Mid-Market,Logistics,North,Chandigarh,SP049,Aftermarket Parts,Components,3,30409.567381288765,0.017433583845299402,91228.70214386629,89638.25891594336,63177.278377394985,26460.98053854837,Completed,95273.32496768225
O0015297,2023-11-10,C00014,Customer 0014,Mid-Market,Energy,Central,Bhopal,SP009,Industrial Engines,Engines,1,266195.1290094021,0.10864200892556218,266195.1290094021,237275.15542762147,210243.94534197313,27031.210085648345,Completed,244300.81953731054
O0018599,2023-11-10,C00229,Customer 0229,SMB,Construction,West,Ahmedabad,SP039,Telematics,Digital,2,63057.95912166842,0.09649156415082392,126115.91824333684,113946.79602771984,70949.67412954304,42997.1218981768,Completed,110999.03008748632
O0041027,2023-11-10,C00910,Customer 0910,Enterprise,Construction,South,Hyderabad,SP050,Aftermarket Parts,Components,2,34270.00493275189,0.09924813004390837,68540.00986550377,61737.542053161495,44243.97994463923,17493.562108522266,Completed,62775.311836653585
O0032511,2023-11-10,C01600,Customer 1600,SMB,Automotive,South,Bengaluru,SP017,Engine Systems,Powertrain,1,231772.56594184283,0.05044348672999532,231772.56594184283,220081.14958737852,176565.46339763395,43515.68618974456,Completed,232871.96459827267
O0015269,2023-11-10,C00645,Customer 0645,Enterprise,Construction,West,Ahmedabad,SP049,Filtration,Components,2,50074.613753870355,0.0,100149.22750774071,100149.22750774071,76133.75347403632,24015.47403370439,Completed,104052.82654944091
O0022363,2023-11-10,C01244,Customer 1244,Mid-Market,Construction,North,Lucknow,SP043,Service Contracts,Services,3,73571.74769983905,0.09893621939265004,220715.24309951713,198878.5113849212,131425.22654615124,67453.28483876996,Completed,203392.5452402195
O0049306,2023-11-10,C00558,Customer 0558,Mid-Market,Healthcare,West,Pune,SP045,Service Contracts,Services,4,75804.35512504163,0.0902944875215088,303217.42050016654,275838.55890851014,184299.3450295535,91539.21387895665,Completed,260570.99657603557
O0048919,2023-11-11,C01446,Customer 1446,Enterprise,Logistics,West,Mumbai,SP056,Aftermarket Parts,Components,1,32896.45166274956,0.11670092919392801,32896.45166274956,29057.40518652355,20961.142432600223,8096.262753923325,Completed,30189.999634460164
O0012467,2023-11-11,C00306,Customer 0306,Enterprise,Logistics,West,Mumbai,SP055,Telematics,Digital,1,67555.55456992878,0.08651041973036797,67555.55456992878,61711.295188966455,38024.55107895077,23686.744110015687,Completed,60114.844385369666
O0035447,2023-11-11,C00770,Customer 0770,Enterprise,Construction,West,Mumbai,SP057,Telematics,Digital,6,71208.91353578866,0.1598717650980913,427253.48121473193,358947.71302862855,226506.03525243507,132441.67777619348,Completed,349661.85436759953
O0041091,2023-11-11,C00880,Customer 0880,SMB,Automotive,West,Mumbai,SP051,Engine Systems,Powertrain,2,227292.29185453663,0.1539772838461209,454584.58370907325,384588.8842312306,315522.76039852604,69066.12383270456,Completed,421561.9368353072
O0024125,2023-11-11,C00495,Customer 0495,Mid-Market,Automotive,East,Bhubaneswar,SP011,Service Contracts,Services,2,78018.91129980928,0.09765907474028611,156037.82259961855,140799.31322005088,93917.67198955354,46881.64123049735,Completed,152893.26897375705
O0030167,2023-11-11,C00483,Customer 0483,SMB,Manufacturing,West,Pune,SP016,Engine Systems,Powertrain,1,184757.5795207341,0.12871816932469682,184757.5795207341,160975.92211596313,130017.89328212541,30958.028833837714,Completed,176451.5936197833
O0046645,2023-11-11,C01108,Customer 1108,Mid-Market,Energy,South,Bengaluru,SP038,Filtration,Components,4,50149.07330611856,0.08765569689212915,200596.29322447424,183012.88534790507,138962.9531430981,44049.93220480697,Cancelled,186089.21841993145
O0048599,2023-11-11,C00144,Customer 0144,Mid-Market,Manufacturing,West,Pune,SP020,Power Generation,Power Systems,1,154947.22886362477,0.04574839328024925,154947.22886362477,147858.64209988687,117187.66684930821,30670.97525057866,Completed,161000.64134827032
O0043177,2023-11-11,C01431,Customer 1431,Mid-Market,Energy,Central,Indore,SP057,Filtration,Components,2,44226.93093590903,0.11165162364937181,88453.86187181807,78577.84457577231,63777.92538101432,14799.91919475799,Completed,77993.96683168727
O0021873,2023-11-11,C00436,Customer 0436,SMB,Automotive,North,Chandigarh,SP036,Industrial Engines,Engines,2,236508.84246715932,0.07788746988932385,473017.68493431865,436175.53424187924,371875.42799448967,64300.10624738957,Completed,458964.38223998994
O0008691,2023-11-11,C01111,Customer 1111,Mid-Market,Construction,North,Chandigarh,SP032,Industrial Engines,Engines,1,270831.6894272168,0.0,270831.6894272168,270831.6894272168,231818.30897025362,39013.380456963205,Returned,284981.8233042943
O0036823,2023-11-11,C00225,Customer 0225,Mid-Market,Healthcare,South,Hyderabad,SP051,Industrial Engines,Engines,2,255445.96743001443,0.10708466351780417,510891.93486002885,456183.2439215827,392013.2270945306,64170.01682705211,Completed,465561.0801916507
O0009328,2023-11-11,C00347,Customer 0347,Mid-Market,Logistics,Central,Bhopal,SP059,Telematics,Digital,1,61999.051545431765,0.005151468574107754,61999.051545431765,61679.66537977099,38181.78519009667,23497.880189674317,Completed,67951.66612467823
O0025988,2023-11-11,C01155,Customer 1155,Mid-Market,Logistics,West,Pune,SP047,Service Contracts,Services,1,75964.14087570764,0.10326841010499957,75964.14087570764,68119.4448224811,46928.39011467104,21191.054707810064,Completed,64349.05871694122
O0038397,2023-11-11,C00820,Customer 0820,Mid-Market,Manufacturing,South,Hyderabad,SP044,Telematics,Digital,1,76498.23355913711,0.10777756638198088,76498.23355913711,68253.44011361293,42608.70379794595,25644.73631566698,Completed,64627.60567360503
O0015433,2023-11-11,C00450,Customer 0450,Enterprise,Healthcare,West,Ahmedabad,SP024,Service Contracts,Services,5,64825.589992963185,0.08314437156495842,324127.9499648159,297178.535258353,189448.41464757122,107730.12061078177,Completed,280729.81311854767
O0028264,2023-11-11,C01483,Customer 1483,SMB,Manufacturing,West,Ahmedabad,SP037,Service Contracts,Services,1,86781.90740252446,0.10300337899393183,86781.90740252446,77843.07770452593,54994.77714724701,22848.30055727892,Completed,73534.49211116911
O0017976,2023-11-11,C00395,Customer 0395,SMB,Logistics,North,Chandigarh,SP031,Service Contracts,Services,1,80288.46499115498,0.14728896573126787,80288.46499115498,68462.86002245665,43927.37036348345,24535.489658973194,Completed,70016.79194712687
O0024890,2023-11-11,C02083,Customer 2083,SMB,Energy,East,Guwahati,SP053,Engine Systems,Powertrain,1,205567.90817766078,0.19675782690953875,205567.90817766078,165120.81328228465,136637.45285693384,28483.36042535081,Completed,187004.56092566944
O0009029,2023-11-11,C01099,Customer 1099,Enterprise,Construction,Central,Bhopal,SP001,Telematics,Digital,8,69226.53777849478,0.0883317078715787,553812.3022279582,504893.11573187175,287818.7864751571,217074.32925671467,Completed,556234.0232817271
O0023300,2023-11-11,C00802,Customer 0802,Mid-Market,Healthcare,South,Hyderabad,SP023,Engine Systems,Powertrain,1,206727.87668291625,0.10097197688919948,206727.87668291625,185854.15429613556,156423.71341941642,29430.440876719134,Completed,196655.74321488218
O0020976,2023-11-11,C02168,Customer 2168,Enterprise,Energy,South,Bengaluru,SP054,Power Generation,Power Systems,1,162117.18735746993,0.0678279859754138,162117.18735746993,151121.10504701393,127630.25963063777,23490.845416376163,Completed,153943.07092421793
O0006396,2023-11-11,C01598,Customer 1598,Mid-Market,Energy,North,Lucknow,SP051,Industrial Engines,Engines,2,278139.96878214955,0.07487366979249065,556279.9375642991,514629.2172069224,425393.0600403776,89236.15716654481,Completed,541517.0320558214
O0049640,2023-11-11,C00697,Customer 0697,Enterprise,Healthcare,East,Bhubaneswar,SP001,Aftermarket Parts,Components,3,27134.0605604938,0.07068608639171581,81402.1816814814,75648.18003467005,54634.444167538,21013.735867132047,Completed,80091.88713684038
O0021252,2023-11-11,C00975,Customer 0975,Enterprise,Construction,South,Chennai,SP046,Aftermarket Parts,Components,2,30917.515661623536,0.04669637986450366,61835.03132324707,58947.559211643245,41076.12294657869,17871.436265064556,Completed,59938.43111431437
O0048249,2023-11-11,C00973,Customer 0973,SMB,Logistics,North,Chandigarh,SP025,Filtration,Components,1,46983.49892510967,0.059670594495511535,46983.49892510967,44179.96561276915,33653.61582527558,10526.349787493571,Completed,46957.317910798076
O0046424,2023-11-11,C02072,Customer 2072,SMB,Energy,South,Bengaluru,SP060,Power Generation,Power Systems,3,153131.30145753236,0.0822711464482643,459393.9043725971,421599.0411885193,329085.95362183056,92513.08756668872,Completed,429471.7874057057
O0035869,2023-11-11,C02009,Customer 2009,Enterprise,Automotive,North,Chandigarh,SP026,Telematics,Digital,1,71229.93666619837,0.0011164372500021003,71229.93666619837,71150.41291158894,44233.94541977474,26916.467491814197,Completed,80072.7543448013
O0046451,2023-11-11,C01136,Customer 1136,Mid-Market,Energy,South,Chennai,SP011,Telematics,Digital,1,74157.15068027821,0.12668459214578887,74157.15068027821,64762.58229165336,39890.454656540314,24872.127635113044,Completed,61322.19304671493
O0039139,2023-11-11,C00029,Customer 0029,Mid-Market,Construction,North,Lucknow,SP055,Cooling Systems,Components,1,36208.82098916198,0.01714999659745564,36208.82098916198,35587.83983239997,28414.909335021453,7172.930497378518,Completed,37825.052274046466
O0010038,2023-11-11,C01679,Customer 1679,SMB,Logistics,Central,Nagpur,SP040,Industrial Engines,Engines,1,276701.99972708133,0.06412894051555301,276701.99972708133,258957.3936460488,222409.52327560593,36547.87037044286,Completed,266625.063964076
O0002698,2023-11-11,C01824,Customer 1824,Mid-Market,Healthcare,West,Mumbai,SP026,Filtration,Components,3,40519.23120934787,0.06406095853281724,121557.6936280436,113770.5912571926,85989.30564505757,27781.285612135034,Completed,118205.12142839053
O0027009,2023-11-11,C00579,Customer 0579,Enterprise,Automotive,Central,Bhopal,SP013,Filtration,Components,1,46306.832239051706,0.01715546740234994,46306.832239051706,45512.41688806857,32898.19079431164,12614.22609375693,Completed,45174.23393784984
O0017183,2023-11-12,C01220,Customer 1220,Mid-Market,Logistics,North,Delhi,SP015,Service Contracts,Services,3,79921.47303094435,0.07855105244839816,239764.41909283306,220930.67163341222,144128.9993259124,76801.67230749983,Completed,225945.23315884924
O0036569,2023-11-12,C00209,Customer 0209,Mid-Market,Logistics,North,Lucknow,SP005,Engine Systems,Powertrain,1,217409.4080457734,0.0819447712600794,217409.4080457734,199593.84383367322,158722.3938411711,40871.44999250211,Completed,187650.04036067915
O0018566,2023-11-12,C00028,Customer 0028,SMB,Energy,North,Chandigarh,SP054,Service Contracts,Services,1,81529.65114252936,0.05224412199588116,81529.65114252936,77270.20610195742,49714.024612185414,27556.181489772003,Completed,79024.04227018489
O0045396,2023-11-12,C01859,Customer 1859,Mid-Market,Automotive,South,Chennai,SP019,Industrial Engines,Engines,2,314612.4453530193,0.05619926817796223,629224.8907060386,593862.9123290009,481854.69538068626,112008.21694831463,Completed,606071.0528797408
O0030533,2023-11-12,C00875,Customer 0875,SMB,Logistics,East,Bhubaneswar,SP033,Cooling Systems,Components,2,38921.2921525548,0.06327039396561382,77842.5843051096,72917.4533288238,56414.79318026132,16502.660148562485,Completed,77200.75274304587
O0000714,2023-11-12,C00471,Customer 0471,SMB,Construction,South,Bengaluru,SP057,Aftermarket Parts,Components,3,33249.48471776678,0.053285099180837604,99748.45415330035,94433.34788060651,66089.54531109545,28343.802569511055,Completed,96020.71387745984
O0048676,2023-11-12,C00488,Customer 0488,Enterprise,Automotive,South,Hyderabad,SP040,Cooling Systems,Components,2,39866.42307704578,0.08934325938842692,79732.84615409156,72609.25379836903,56697.0948977857,15912.15890058333,Completed,73829.77031211315
O0009560,2023-11-12,C01915,Customer 1915,Mid-Market,Manufacturing,North,Lucknow,SP005,Cooling Systems,Components,1,40027.52042041612,0.15256866065314345,40027.52042041612,33920.575240606886,25150.850734161922,8769.724506444963,Completed,36052.975895254145
O0007841,2023-11-12,C02100,Customer 2100,Enterprise,Energy,South,Hyderabad,SP021,Aftermarket Parts,Components,7,33359.01077349175,0.10341142655289524,233513.07541444222,209365.15516708093,157810.88340424697,51554.27176283396,Completed,212884.45354733456
O0021610,2023-11-12,C01855,Customer 1855,Enterprise,Energy,Central,Indore,SP015,Engine Systems,Powertrain,2,188324.98878997468,0.012996487206106092,376649.97757994937,371754.8509651514,299154.41135776043,72600.43960739096,Completed,362832.05758237833
O0047940,2023-11-12,C01850,Customer 1850,Mid-Market,Manufacturing,East,Kolkata,SP027,Engine Systems,Powertrain,1,212140.64404905593,0.0698648073958044,212140.64404905593,197319.47881174675,150497.18007094864,46822.29874079811,Completed,223470.57141845787
O0034417,2023-11-12,C01772,Customer 1772,Mid-Market,Automotive,East,Kolkata,SP048,Cooling Systems,Components,1,37469.522016685485,0.039033969396658014,37469.522016685485,36006.93784097878,27689.45706235883,8317.480778619953,Completed,38122.0486782525
O0017420,2023-11-12,C01653,Customer 1653,Mid-Market,Automotive,South,Hyderabad,SP021,Industrial Engines,Engines,3,320967.4576341969,0.09654422654401937,962902.3729025908,869939.7080733092,753466.2290621283,116473.47901118081,Completed,887823.2061102178
O0043716,2023-11-12,C00454,Customer 0454,SMB,Logistics,North,Delhi,SP046,Service Contracts,Services,1,67160.64031371412,0.05764604351113531,67160.64031371412,63289.09511995404,40548.35825481348,22740.736865140563,Completed,64725.5958059921
O0008937,2023-11-12,C02067,Customer 2067,Mid-Market,Healthcare,West,Pune,SP033,Telematics,Digital,2,62303.94686363244,0.08180520272324573,124607.89372726488,114414.3197199893,73520.23381961472,40894.085900374586,Completed,111454.45909640909
O0045895,2023-11-12,C01493,Customer 1493,Mid-Market,Energy,West,Mumbai,SP053,Cooling Systems,Components,2,35903.97473294434,0.09960126194142489,71807.94946588868,64655.7870816601,49866.02567071727,14789.761410942832,Completed,67175.92902157504
O0048350,2023-11-12,C01253,Customer 1253,Enterprise,Logistics,North,Delhi,SP048,Aftermarket Parts,Components,3,28862.743008640184,0.0,86588.22902592055,86588.22902592055,63442.10677497795,23146.1222509426,Completed,92031.5564149733
O0039553,2023-11-12,C02115,Customer 2115,SMB,Healthcare,North,Lucknow,SP044,Cooling Systems,Components,3,41048.3685149878,0.08386964849216691,123145.1055449634,112816.96882937652,89850.26901583177,22966.69981354475,Completed,119909.1533362917
O0048018,2023-11-12,C01476,Customer 1476,Enterprise,Healthcare,West,Mumbai,SP019,Cooling Systems,Components,1,38821.24717483745,0.11266343999903829,38821.24717483745,34447.511923067315,27118.679509226073,7328.832413841243,Completed,35790.20100692918
O0006029,2023-11-12,C01459,Customer 1459,Enterprise,Construction,Central,Nagpur,SP009,Cooling Systems,Components,1,39506.14167003637,0.10070684697669383,39506.14167003637,35527.60270623243,26769.26310579523,8758.339600437197,Completed,35263.61256202757
O0002298,2023-11-12,C01857,Customer 1857,Mid-Market,Manufacturing,South,Hyderabad,SP007,Aftermarket Parts,Components,1,32480.618094599617,0.09772454305173382,32480.618094599617,29306.46453326699,21366.649926775168,7939.814606491822,Completed,29799.08802202556
O0043166,2023-11-12,C00090,Customer 0090,Mid-Market,Logistics,West,Pune,SP024,Power Generation,Power Systems,1,160014.2169343977,0.08742714296988739,160014.2169343977,146024.63111325953,124869.28638135361,21155.34473190592,Completed,159003.6194570014
O0041467,2023-11-12,C01734,Customer 1734,Mid-Market,Construction,South,Hyderabad,SP019,Power Generation,Power Systems,2,186037.9158975074,0.12080549206685681,372075.8317950148,327127.02784883295,258459.21400780408,68667.81384102887,Completed,333235.64722276735
O0020645,2023-11-12,C01069,Customer 1069,Enterprise,Automotive,North,Chandigarh,SP028,Filtration,Components,1,51150.42619640565,0.017529396534809838,51150.42619640565,50253.790092684336,39626.95133967602,10626.838753008313,Completed,53412.97044655587
O0032996,2023-11-12,C00751,Customer 0751,SMB,Manufacturing,South,Bengaluru,SP044,Power Generation,Power Systems,2,175829.33277864393,0.144595088215984,351658.66555728787,300810.5497891166,249061.43522616877,51749.11456294783,Completed,306427.7473787171
O0003885,2023-11-12,C00271,Customer 0271,SMB,Construction,North,Delhi,SP036,Aftermarket Parts,Components,1,30982.94237387557,0.13341570781782866,30982.94237387557,26849.331186785963,19583.494934536233,7265.83625224973,Completed,28537.20148360229
O0012476,2023-11-12,C01157,Customer 1157,Enterprise,Automotive,North,Delhi,SP004,Industrial Engines,Engines,2,291788.2596984229,0.08848163854563862,583576.5193968458,531940.7127438523,454234.42941854696,77706.28332530532,Completed,559733.0006991964
O0014310,2023-11-12,C01724,Customer 1724,Mid-Market,Logistics,West,Pune,SP059,Power Generation,Power Systems,1,139672.87499784294,0.08638805484178565,139672.87499784294,127606.8070126194,108334.6276580911,19272.1793545283,Completed,138948.77889895352
O0048600,2023-11-12,C02125,Customer 2125,SMB,Manufacturing,South,Bengaluru,SP036,Engine Systems,Powertrain,1,238827.87355766504,0.08374645655047695,238827.87355766504,218826.88542172522,170907.54022554777,47919.345196177455,Completed,231544.80431703772
O0014389,2023-11-12,C01952,Customer 1952,Enterprise,Manufacturing,North,Delhi,SP044,Cooling Systems,Components,6,37224.47174783346,0.04991117854408429,223346.83048700076,212199.32695330872,164297.8243266474,47901.50262666133,Completed,225539.13562404306
O0026450,2023-11-12,C01063,Customer 1063,Mid-Market,Manufacturing,South,Chennai,SP043,Cooling Systems,Components,2,44237.312846288056,0.12140062305818979,88474.62569257611,77733.75100865724,58697.87838703727,19035.872621619972,Completed,79040.40714156287
O0003822,2023-11-12,C01651,Customer 1651,Mid-Market,Construction,South,Hyderabad,SP019,Aftermarket Parts,Components,2,31757.584347955162,0.14736848346220308,63515.168695910324,54155.034608348025,38350.657866440306,15804.37674190772,Completed,55065.34714544448
O0044123,2023-11-12,C01457,Customer 1457,Mid-Market,Energy,South,Hyderabad,SP058,Power Generation,Power Systems,2,176346.57601861775,0.14020316455555115,352693.1520372355,303244.45600454294,272418.8453474154,30825.610657127516,Completed,308907.10323723673
O0003813,2023-11-12,C00535,Customer 0535,Mid-Market,Automotive,North,Chandigarh,SP022,Engine Systems,Powertrain,3,233510.67239647047,0.09052454258483514,700532.0171894114,637116.6767673081,507394.20501107065,129722.4717562375,Completed,598991.270539764
O0020908,2023-11-12,C01626,Customer 1626,Mid-Market,Automotive,East,Guwahati,SP004,Engine Systems,Powertrain,3,198753.08887518785,0.06978786722594188,596259.2666255636,554647.6040940613,455039.44053553155,99608.16355852975,Completed,628156.0126206843
O0039243,2023-11-12,C01513,Customer 1513,Mid-Market,Automotive,West,Ahmedabad,SP051,Cooling Systems,Components,1,35596.20659400441,0.1867470001358053,35596.20659400441,28948.721796359714,23199.21789476456,5749.503901595155,Completed,30077.080002157967
O0028070,2023-11-12,C01843,Customer 1843,Mid-Market,Logistics,North,Lucknow,SP048,Engine Systems,Powertrain,3,186805.57104812653,0.09454926476193659,560416.7131443796,507429.72495627735,431282.809353162,76146.91560311534,Completed,477064.8560062926
O0011734,2023-11-12,C01272,Customer 1272,SMB,Energy,South,Hyderabad,SP042,Service Contracts,Services,1,86544.35842005436,0.007834760617998843,86544.35842005436,85866.30408899493,58237.0566611556,27629.247427839335,Completed,81657.87329705682
O0044904,2023-11-12,C01137,Customer 1137,SMB,Manufacturing,West,Mumbai,SP025,Engine Systems,Powertrain,1,211915.78462448835,0.03304368889490325,211915.78462448835,204913.30536543744,172832.75128659554,32080.554078841902,Completed,224612.96577995006
O0031250,2023-11-12,C00038,Customer 0038,SMB,Manufacturing,West,Ahmedabad,SP003,Cooling Systems,Components,1,39075.398693145784,0.0,39075.398693145784,39075.398693145784,30082.540241704195,8992.858451441589,Completed,40598.47273663581
O0011027,2023-11-12,C00614,Customer 0614,Mid-Market,Healthcare,Central,Bhopal,SP016,Industrial Engines,Engines,1,273134.2735709181,0.1548536762462884,273134.2735709181,230838.427199602,204090.88390023055,26747.543299371464,Completed,237673.50123080637
O0037108,2023-11-13,C01597,Customer 1597,Mid-Market,Healthcare,North,Lucknow,SP027,Filtration,Components,1,37604.060328628875,0.08966406195319593,37604.060328628875,34232.32753363098,26539.059767485553,7693.267766145429,Completed,36384.32634629936
O0045496,2023-11-13,C01385,Customer 1385,SMB,Automotive,Central,Nagpur,SP040,Service Contracts,Services,1,83799.27792279796,0.06658376657777061,83799.27792279796,78219.60636220065,51128.31978173302,27091.286580467626,Completed,87611.12771772344
O0014517,2023-11-13,C01003,Customer 1003,SMB,Manufacturing,North,Lucknow,SP054,Aftermarket Parts,Components,1,30281.872624404394,0.09970320429168697,30281.872624404394,27262.67289179856,20528.383260060702,6734.289631737858,Completed,28976.527716179935
O0009063,2023-11-13,C00565,Customer 0565,SMB,Energy,West,Ahmedabad,SP034,Aftermarket Parts,Components,1,28808.14849398786,0.07520260525964385,28808.14849398786,26641.700674533287,19616.660453060613,7025.040221472675,Completed,27680.136215280054
O0021696,2023-11-13,C01842,Customer 1842,Mid-Market,Construction,West,Mumbai,SP044,Aftermarket Parts,Components,1,26931.955588282235,0.01446552718033288,26931.955588282235,26542.37065270042,18977.53352961177,7564.837123088651,Completed,27576.934525260745
O0026578,2023-11-13,C01224,Customer 1224,SMB,Construction,West,Ahmedabad,SP056,Service Contracts,Services,3,73093.45615735078,0.18026137048475394,219280.36847205233,179752.58873087834,125790.63786098536,53961.950869892986,Completed,169803.3493506704
O0005751,2023-11-13,C00106,Customer 0106,SMB,Construction,East,Bhubaneswar,SP057,Telematics,Digital,1,65375.54694579932,0.08467739113420023,65375.54694579932,59839.7161864576,39087.14273074474,20752.57345571286,Completed,63841.66823256374
O0024249,2023-11-13,C00726,Customer 0726,SMB,Logistics,North,Lucknow,SP035,Power Generation,Power Systems,1,164277.4190679573,0.0891643306533777,164277.4190679573,149629.73295529844,124976.49772790499,24653.235227393452,Completed,166048.25456577464
O0003219,2023-11-13,C02006,Customer 2006,Mid-Market,Logistics,Central,Bhopal,SP014,Aftermarket Parts,Components,2,28763.71377754232,0.046262834020651164,57527.42755508464,54866.04572246873,37193.49564928115,17672.55007318758,Completed,54458.3600296853
O0043545,2023-11-13,C00341,Customer 0341,Mid-Market,Automotive,North,Delhi,SP013,Telematics,Digital,1,71183.5043927344,0.03765685046800393,71183.5043927344,68502.95781202869,42650.93178103515,25852.02603099354,Returned,77093.30541188513
O0010294,2023-11-13,C00365,Customer 0365,Mid-Market,Automotive,West,Pune,SP012,Service Contracts,Services,2,77444.28166397125,0.09583467215199883,154888.5633279425,140044.86864131503,90762.43042422362,49282.4382170914,Returned,132293.43689883096
O0035896,2023-11-13,C01677,Customer 1677,Mid-Market,Construction,East,Kolkata,SP048,Service Contracts,Services,4,75926.09143573215,0.08854791375934443,303704.3657429286,276811.9777567873,181262.6814265275,95549.29633025982,Completed,300588.74011822284
O0011146,2023-11-13,C01972,Customer 1972,SMB,Automotive,Central,Indore,SP037,Industrial Engines,Engines,1,229275.31502065217,0.072041220754019,229275.31502065217,212758.0414378021,177250.60953141842,35507.43190638369,Completed,219057.75930368408
O0045826,2023-11-13,C02036,Customer 2036,SMB,Logistics,East,Kolkata,SP006,Industrial Engines,Engines,1,257540.3129090632,0.05600432004355391,257540.3129090632,243116.94280078702,201263.5687044163,41853.37409637071,Completed,231163.6734812228
O0046506,2023-11-13,C01273,Customer 1273,Enterprise,Energy,South,Chennai,SP041,Telematics,Digital,2,72206.98969419145,0.096533897465075,144413.9793883829,130473.13510958129,79541.71008908111,50931.42502050017,Completed,123541.9974850358
O0017763,2023-11-13,C01493,Customer 1493,Mid-Market,Energy,West,Mumbai,SP060,Aftermarket Parts,Components,2,30934.7575073482,0.1214659739029933,61869.5150146964,54354.47411853044,40752.313514641835,13602.160603888602,Completed,56473.09328675931
O0017435,2023-11-13,C02110,Customer 2110,SMB,Manufacturing,North,Delhi,SP040,Aftermarket Parts,Components,1,30409.376636100613,0.09621966521428794,30409.376636100613,27483.396596799823,19805.22935739974,7678.167239400082,Completed,29211.127110779686
