customer_id,customer_name,segment,region,revenue,orders,units,avg_order_value
C00354,Customer 0354,Enterprise,West,2475019.8875425686,21,49,117858.08988297946
C00355,Customer 0355,Mid-Market,West,4479699.411702845,20,37,223984.97058514226
C00356,Customer 0356,Enterprise,West,4691725.004870606,19,49,246932.89499318978
C00357,Customer 0357,Enterprise,East,4763685.693119436,28,66,170131.6318971227
C00358,Customer 0358,Mid-Market,East,3702650.9197247084,17,37,217802.99527792403
C00359,Customer 0359,SMB,West,3330730.5139685124,24,37,138780.43808202134
C00360,Customer 0360,Enterprise,West,3964363.456245275,23,64,172363.62853240327
C00361,Customer 0361,Enterprise,Central,5314410.37851395,20,56,265720.5189256975
C00362,Customer 0362,SMB,North,1859525.8140822533,15,20,123968.38760548356
C00363,Customer 0363,SMB,North,1169182.1974689518,17,26,68775.42338052658
C00364,Customer 0364,Mid-Market,North,2689003.636579132,14,26,192071.68832708086
C00365,Customer 0365,Mid-Market,West,6414545.377160885,27,56,237575.75470966243
C00366,Customer 0366,Mid-Market,South,4843299.95688793,26,44,186280.76757261268
C00367,Customer 0367,Enterprise,East,6740553.051570688,28,78,240734.037556096
C00368,Customer 0368,Enterprise,East,7700761.189751159,31,85,248411.65128229547
C00369,Customer 0369,Mid-Market,South,5068769.322854637,28,50,181027.47581623704
C00370,Customer 0370,Mid-Market,Central,3338350.866867139,20,37,166917.54334335696
C00371,Customer 0371,Mid-Market,East,3769768.5489103594,21,45,179512.78804335045
C00372,Customer 0372,Mid-Market,South,2500015.5981023796,20,33,125000.77990511898
C00373,Customer 0373,Mid-Market,South,5170706.030173453,18,36,287261.44612074737
C00374,Customer 0374,Mid-Market,South,3565666.951773499,19,31,187666.68167228941
C00375,Customer 0375,SMB,North,2165706.444647205,19,29,113984.54971827395
C00376,Customer 0376,SMB,North,2075712.6176164858,24,33,86488.02573402024
C00377,Customer 0377,Mid-Market,Central,5275722.410517793,32,66,164866.32532868104
C00378,Customer 0378,Mid-Market,South,3530706.3066394124,18,28,196150.35036885625
C00379,Customer 0379,Mid-Market,South,7449928.65797578,29,51,256894.09165433724
C00380,Customer 0380,Enterprise,East,5483280.948142108,20,60,274164.0474071054
C00381,Customer 0381,SMB,West,2397187.7910821615,20,24,119859.38955410807
C00382,Customer 0382,Enterprise,Central,7997592.304270069,32,92,249924.75950843966
C00383,Customer 0383,Mid-Market,East,3710591.9637907883,23,40,161330.0853822082
C00384,Customer 0384,Mid-Market,West,2384518.13600604,12,26,198709.84466717
C00385,Customer 0385,Enterprise,South,7585385.734493694,22,59,344790.26065880427
C00386,Customer 0386,Enterprise,Central,3104815.6401444757,12,27,258734.6366787063
C00387,Customer 0387,Mid-Market,East,4234227.974927941,24,55,176426.16562199756
C00388,Customer 0388,SMB,Central,1719708.0265981385,15,18,114647.20177320924
C00389,Customer 0389,Mid-Market,North,1189258.2256525746,11,23,108114.38415023405
C00390,Customer 0390,Mid-Market,Central,2248366.0988733885,16,32,140522.88117958678
C00391,Customer 0391,Enterprise,West,3736319.1264822045,20,58,186815.95632411022
C00392,Customer 0392,Mid-Market,North,6747584.194658131,27,60,249910.52572807894
C00393,Customer 0393,Enterprise,West,3329643.4413312697,20,53,166482.17206656348
C00394,Customer 0394,Mid-Market,East,3535455.578709856,19,35,186076.6094057819
C00395,Customer 0395,SMB,North,2896530.323322054,19,25,152448.96438537128
C00396,Customer 0396,Mid-Market,South,4723160.112610357,22,43,214689.0960277435
C00397,Customer 0397,Mid-Market,Central,5269646.638684791,26,52,202678.71687249193
C00398,Customer 0398,Enterprise,South,7071486.643464833,26,70,271980.25551787816
C00399,Customer 0399,Enterprise,South,5813197.9331891555,21,55,276818.9491994836
C00400,Customer 0400,Mid-Market,South,7207047.816762173,29,69,248518.89023317836
C00401,Customer 0401,SMB,South,4468070.765985061,18,29,248226.15366583675
C00402,Customer 0402,Mid-Market,Central,4103552.147634504,20,41,205177.6073817252
C00403,Customer 0403,Mid-Market,East,5586007.296221788,29,65,192620.94124902718
C00404,Customer 0404,Mid-Market,North,5307173.910451817,35,87,151633.54029862335
C00405,Customer 0405,Enterprise,Central,7805512.635339828,33,90,236530.68591938872
C00406,Customer 0406,Enterprise,Central,5101854.216932732,22,62,231902.46440603325
C00407,Customer 0407,Mid-Market,South,6197928.088655577,25,45,247917.12354622307
C00408,Customer 0408,Mid-Market,Central,3224848.307700042,21,45,153564.20512857343
C00409,Customer 0409,Mid-Market,North,2514273.6816198514,17,27,147898.45185999127
C00410,Customer 0410,SMB,Central,3428111.017757965,18,29,190450.6120976647
C00411,Customer 0411,SMB,East,1751025.7218240083,15,17,116735.04812160056
C00412,Customer 0412,SMB,West,4884563.143592196,31,50,157566.55301910307
C00413,Customer 0413,SMB,North,1812553.5343233952,22,32,82388.79701469978
C00414,Customer 0414,SMB,Central,2203408.920403155,21,31,104924.23430491214
C00415,Customer 0415,SMB,North,5312941.665934618,28,47,189747.91664052205
C00416,Customer 0416,SMB,South,4252436.530877363,21,32,202496.97766082681
C00417,Customer 0417,SMB,North,3308060.0583565324,22,27,150366.3662889333
C00418,Customer 0418,SMB,East,2164134.4852322675,21,26,103054.02310629845
C00419,Customer 0419,SMB,North,3152692.5845759427,22,31,143304.20838981558
C00420,Customer 0420,Mid-Market,Central,1093882.2789041195,10,19,109388.22789041194
C00421,Customer 0421,Mid-Market,West,5160381.146739517,25,49,206415.24586958069
C00422,Customer 0422,Mid-Market,North,4399128.794142009,25,49,175965.15176568035
C00423,Customer 0423,SMB,North,2329815.1307803183,21,29,110943.57765620563
C00424,Customer 0424,Mid-Market,North,4707074.3288524,26,51,181041.32034047693
C00425,Customer 0425,SMB,West,1792309.0840700762,18,24,99572.72689278201
C00426,Customer 0426,SMB,East,2746576.222450034,21,27,130789.3439261921
C00427,Customer 0427,SMB,South,1936742.9901339088,16,21,121046.4368833693
C00428,Customer 0428,Mid-Market,Central,4326888.514623759,26,46,166418.78902399074
C00429,Customer 0429,SMB,North,2024587.077463579,15,21,134972.47183090527
C00430,Customer 0430,SMB,East,2561675.929094617,22,30,116439.81495884621
C00431,Customer 0431,SMB,Central,1644908.488623142,17,24,96759.32286018482
C00432,Customer 0432,SMB,East,3159090.659181708,27,39,117003.35774747067
C00433,Customer 0433,Mid-Market,East,4295165.098684206,15,34,286344.3399122804
C00434,Customer 0434,Mid-Market,Central,4583435.893624611,31,53,147852.77076208423
C00435,Customer 0435,Enterprise,North,4386798.607276259,16,44,274174.9129547662
C00436,Customer 0436,SMB,North,1973034.7179409096,13,18,151771.90138006996
C00437,Customer 0437,Mid-Market,North,4482934.080043684,22,53,203769.73091107653
C00438,Customer 0438,SMB,West,3486578.3105446454,23,32,151590.36132802806
C00439,Customer 0439,SMB,East,1492095.0279845805,16,27,93255.93924903628
C00440,Customer 0440,Mid-Market,West,2564265.347030644,20,37,128213.2673515322
C00441,Customer 0441,Enterprise,Central,3016050.711302156,18,48,167558.37285011978
C00442,Customer 0442,Enterprise,North,9974586.971289793,36,114,277071.86031360534
C00443,Customer 0443,SMB,East,2366566.0098801916,23,34,102894.17434261703
C00444,Customer 0444,Mid-Market,North,3716310.083093512,26,53,142935.0031959043
C00445,Customer 0445,Enterprise,South,3928806.933863853,17,44,231106.29022728547
C00446,Customer 0446,SMB,East,2173317.8309398997,20,30,108665.89154699499
C00447,Customer 0447,Mid-Market,Central,1280332.5190839395,10,15,128033.25190839396
C00448,Customer 0448,SMB,West,2124428.6533657266,15,24,141628.57689104843
C00449,Customer 0449,Mid-Market,North,3895998.013957333,25,48,155839.92055829332
C00450,Customer 0450,Enterprise,West,5199193.299262012,20,61,259959.66496310063
C00451,Customer 0451,Enterprise,North,2208341.63618516,16,31,138021.3522615725
C00452,Customer 0452,Mid-Market,Central,2943164.3349997816,16,25,183947.77093748635
C00453,Customer 0453,Mid-Market,East,4201944.77295347,22,59,190997.4896797032
C00454,Customer 0454,SMB,North,2951135.1423893594,19,29,155322.9022310189
C00455,Customer 0455,Mid-Market,North,4534771.720536797,19,44,238672.19581772617
C00456,Customer 0456,Mid-Market,North,6977367.646229596,28,64,249191.701651057
C00457,Customer 0457,Mid-Market,Central,3263837.5629355037,25,46,130553.50251742014
C00458,Customer 0458,Mid-Market,South,4511058.5719859535,14,36,322218.4694275681
C00459,Customer 0459,SMB,East,3955346.357941909,26,39,152128.70607468882
C00460,Customer 0460,Enterprise,West,7809204.631543878,23,66,339530.6361540816
C00461,Customer 0461,SMB,West,3120830.393137227,23,29,135688.27796248812
C00462,Customer 0462,Mid-Market,North,2756745.6322043315,11,23,250613.23929130286
C00463,Customer 0463,Enterprise,Central,6405941.3141802335,25,69,256237.65256720933
C00464,Customer 0464,Mid-Market,South,2724712.4104983006,14,21,194622.3150355929
C00465,Customer 0465,Enterprise,West,4991346.260885855,18,43,277297.0144936586
C00466,Customer 0466,SMB,East,1799465.8992161674,22,30,81793.90450982579
C00467,Customer 0467,Mid-Market,West,3907649.6358643146,25,49,156305.9854345726
C00468,Customer 0468,Mid-Market,Central,2321045.148898657,19,29,122160.27099466615
C00469,Customer 0469,Mid-Market,North,856244.7081186661,7,13,122320.67258838087
C00470,Customer 0470,Mid-Market,West,4257620.618819636,18,40,236534.47882331314
C00471,Customer 0471,SMB,South,4204217.4214873575,24,39,175175.72589530656
C00472,Customer 0472,SMB,West,1858760.3490208748,17,24,109338.84406005146
C00473,Customer 0473,Mid-Market,North,4481111.710151043,25,47,179244.4684060417
C00474,Customer 0474,SMB,North,3300246.191951001,21,33,157154.5805690953
C00475,Customer 0475,SMB,South,1791027.9317824827,17,22,105354.58422249898
C00476,Customer 0476,Mid-Market,South,3751549.43833695,23,47,163110.84514508478
C00477,Customer 0477,SMB,South,2176430.156863099,18,28,120912.78649239439
C00478,Customer 0478,Enterprise,West,4525786.491210694,17,49,266222.7347770997
C00479,Customer 0479,SMB,West,3391973.98742509,30,47,113065.79958083633
C00480,Customer 0480,SMB,South,4517185.64710268,20,34,225859.282355134
C00481,Customer 0481,Enterprise,South,4024826.4416414695,22,48,182946.6564382486
C00482,Customer 0482,SMB,North,1770256.5289627616,25,34,70810.26115851046
C00483,Customer 0483,SMB,West,4227092.749273818,25,40,169083.7099709527
C00484,Customer 0484,Mid-Market,South,6122677.306073246,23,41,266203.3611336194
C00485,Customer 0485,Mid-Market,North,3728644.3990923073,22,39,169483.8363223776
C00486,Customer 0486,SMB,South,3639048.929106966,25,35,145561.95716427863
C00487,Customer 0487,SMB,West,4402805.286112608,26,37,169338.66485048493
C00488,Customer 0488,Enterprise,South,5901835.216505615,29,73,203511.5591898488
C00489,Customer 0489,Mid-Market,West,2730801.65952533,18,34,151711.2033069628
C00490,Customer 0490,Mid-Market,West,6431208.575663946,20,52,321560.4287831973
C00491,Customer 0491,Mid-Market,East,3516466.669233054,21,37,167450.79377300257
C00492,Customer 0492,Mid-Market,West,3113298.831181158,17,39,183135.2253635975
C00493,Customer 0493,Enterprise,West,6560644.635788571,22,62,298211.1198085714
C00494,Customer 0494,Enterprise,South,7875460.438919207,28,88,281266.44424711453
C00495,Customer 0495,Mid-Market,East,2181527.5254356056,18,35,121195.97363531141
C00496,Customer 0496,Mid-Market,West,4174784.9834610284,20,38,208739.24917305142
C00497,Customer 0497,Mid-Market,South,3450862.2143732044,18,33,191714.56746517803
C00498,Customer 0498,SMB,West,3527285.3718433795,21,33,167965.97008777998
C00499,Customer 0499,Mid-Market,South,4223144.054983946,27,44,156412.74277718316
C00500,Customer 0500,Mid-Market,West,4650305.187715215,22,51,211377.50853250976
C00501,Customer 0501,Enterprise,East,4226157.00823128,17,54,248597.47107242825
C00502,Customer 0502,Enterprise,Central,5231708.134406198,22,60,237804.9152002817
C00503,Customer 0503,Mid-Market,Central,1722981.6765328702,15,30,114865.44510219134
C00504,Customer 0504,Enterprise,West,4207996.873232234,13,36,323692.0671717103
C00505,Customer 0505,Enterprise,West,4955738.414142416,21,68,235987.54353059124
C00506,Customer 0506,Enterprise,East,6552017.680201082,17,56,385412.8047177107
C00507,Customer 0507,Mid-Market,South,3538606.664223345,21,36,168505.0792487307
C00508,Customer 0508,Mid-Market,Central,4146827.6130073206,20,41,207341.38065036602
C00509,Customer 0509,SMB,West,2861630.907153474,21,36,136268.13843587972
C00510,Customer 0510,SMB,North,3405293.835709696,20,36,170264.6917854848
C00511,Customer 0511,Mid-Market,North,2894817.3519188277,17,33,170283.373642284
C00512,Customer 0512,Enterprise,Central,2082653.9943616495,21,39,99173.99973150712
C00513,Customer 0513,Mid-Market,North,3470905.270662112,21,40,165281.20336486248
C00514,Customer 0514,Enterprise,South,5890886.662216422,20,51,294544.3331108211
C00515,Customer 0515,Mid-Market,South,5147564.672679281,19,40,270924.45645680424
C00516,Customer 0516,Mid-Market,North,3613977.85561363,29,59,124619.92605564241
C00517,Customer 0517,Mid-Market,South,5749419.43989114,20,44,287470.971994557
C00518,Customer 0518,Mid-Market,East,6224472.154402668,25,58,248978.8861761067
C00519,Customer 0519,Mid-Market,North,6671851.642429307,26,56,256609.67855497336
C00520,Customer 0520,SMB,Central,2077737.2962003397,17,28,122219.84095296115
C00521,Customer 0521,SMB,Central,1651306.2900336087,12,20,137608.85750280073
C00522,Customer 0522,Mid-Market,South,3746859.072009826,22,34,170311.77600044664
C00523,Customer 0523,Mid-Market,North,4078138.2873911927,21,41,194197.06130434253
C00524,Customer 0524,Enterprise,West,7607096.034563868,24,69,316962.3347734945
C00525,Customer 0525,SMB,North,4142489.981010176,28,40,147946.07075036343
C00526,Customer 0526,Mid-Market,South,3060824.323530302,18,31,170045.79575168344
C00527,Customer 0527,Mid-Market,Central,4275427.072620893,32,57,133607.0960194029
C00528,Customer 0528,Mid-Market,Central,3215402.5794649227,20,39,160770.12897324614
C00529,Customer 0529,SMB,East,2989518.948844116,22,35,135887.22494745982
C00530,Customer 0530,Mid-Market,South,3122574.8127355883,21,34,148694.0387016947
C00531,Customer 0531,Mid-Market,East,1206821.1589851633,12,21,100568.42991543027
C00532,Customer 0532,Mid-Market,East,2652643.7868680274,19,33,139612.83088779091
C00533,Customer 0533,Mid-Market,South,2976785.305203746,19,38,156672.91080019716
C00534,Customer 0534,Mid-Market,West,2832758.666554977,21,32,134893.2698359513
C00535,Customer 0535,Mid-Market,North,6526053.819100131,27,61,241705.69700370857
C00536,Customer 0536,Mid-Market,North,3838715.1580508063,16,30,239919.6973781754
C00537,Customer 0537,Mid-Market,West,4534546.745321036,21,43,215930.79739623982
C00538,Customer 0538,Enterprise,North,5613123.861254402,22,62,255141.99369338193
C00539,Customer 0539,SMB,North,1611448.4188780733,16,24,100715.52617987958
C00540,Customer 0540,Mid-Market,Central,3753638.965730178,25,38,150145.55862920714
C00541,Customer 0541,Mid-Market,Central,2188648.3352692914,15,27,145909.88901795275
C00542,Customer 0542,Mid-Market,West,5674984.10607369,20,46,283749.20530368446
C00543,Customer 0543,Mid-Market,Central,4074229.8023901926,28,56,145508.20722822117
C00544,Customer 0544,Mid-Market,Central,3463481.167695994,22,39,157430.96216799974
C00545,Customer 0545,SMB,North,4247973.132605841,31,41,137031.391374382
C00546,Customer 0546,Mid-Market,South,5537168.794754292,25,49,221486.75179017166
C00547,Customer 0547,SMB,South,1649858.0818698897,16,20,103116.13011686811
C00548,Customer 0548,SMB,North,2868786.859456266,21,28,136608.898069346
C00549,Customer 0549,Mid-Market,East,3565400.662432741,17,33,209729.4507313377
C00550,Customer 0550,Mid-Market,South,4298139.758417365,28,47,153504.99137204877
C00551,Customer 0551,Mid-Market,West,5574565.183113523,23,48,242372.39926580535
C00552,Customer 0552,Mid-Market,North,2505453.030095775,15,20,167030.20200638502
C00553,Customer 0553,Mid-Market,North,3701014.3392175613,22,39,168227.92450988916
C00554,Customer 0554,Mid-Market,Central,2057799.6739029665,14,23,146985.69099306903
C00555,Customer 0555,Mid-Market,North,6486056.692354807,33,67,196547.1724956002
C00556,Customer 0556,Enterprise,South,11385791.229187047,32,88,355805.9759120952
C00557,Customer 0557,SMB,South,2982479.581855013,19,28,156972.60957131648
C00558,Customer 0558,Mid-Market,West,4957111.601724384,26,49,190658.13852786092
C00559,Customer 0559,SMB,West,3321329.2495550932,29,47,114528.5948122446
C00560,Customer 0560,Enterprise,West,2372655.087633836,16,42,148290.94297711476
C00561,Customer 0561,Mid-Market,North,2721819.6336795785,20,37,136090.98168397893
C00562,Customer 0562,Enterprise,South,4839707.421029427,16,35,302481.7138143392
C00563,Customer 0563,Mid-Market,Central,4158075.6535145007,24,46,173253.15222977087
C00564,Customer 0564,Mid-Market,West,5925872.250821228,25,49,237034.89003284913
C00565,Customer 0565,SMB,West,3090483.182738703,24,35,128770.13261411263
C00566,Customer 0566,Mid-Market,East,3113160.1925305994,25,47,124526.40770122397
C00567,Customer 0567,Mid-Market,East,5642725.483004727,21,51,268701.2134764156
C00568,Customer 0568,Mid-Market,North,3280492.4900473845,20,37,164024.62450236923
C00569,Customer 0569,Mid-Market,South,4463924.001227,17,41,262583.7647780588
C00570,Customer 0570,Mid-Market,West,3665474.6035861215,25,45,146618.98414344486
C00571,Customer 0571,Mid-Market,South,4337395.609028892,22,43,197154.34586494963
C00572,Customer 0572,Enterprise,Central,4769586.373381209,22,58,216799.38060823677
C00573,Customer 0573,Enterprise,West,4512122.624724767,26,68,173543.1778740295
C00574,Customer 0574,Enterprise,East,5827929.657750685,30,73,194264.3219250228
C00575,Customer 0575,SMB,Central,1534435.6426039007,19,26,80759.7706633632
C00576,Customer 0576,Mid-Market,West,3417299.027723253,23,45,148578.21859666315
C00577,Customer 0577,Enterprise,Central,1896673.450607848,13,30,145897.95773906523
C00578,Customer 0578,SMB,West,3013198.7125200834,24,30,125549.94635500347
C00579,Customer 0579,Enterprise,Central,3505837.718671923,18,48,194768.76214844018
C00580,Customer 0580,Mid-Market,South,2790028.8283229847,19,34,146843.622543315
C00581,Customer 0581,SMB,West,2749957.315997949,23,34,119563.36156512822
C00582,Customer 0582,SMB,West,2234954.418571527,17,23,131467.9069747957
C00583,Customer 0583,SMB,North,3570510.951292231,32,43,111578.46722788223
C00584,Customer 0584,Mid-Market,South,3710002.300840446,22,41,168636.46822002027
C00585,Customer 0585,SMB,Central,4796042.973804853,30,51,159868.09912682843
C00586,Customer 0586,Enterprise,West,5718101.815279919,22,70,259913.71887635996
C00587,Customer 0587,SMB,North,3043317.5444262736,23,36,132318.15410549016
C00588,Customer 0588,SMB,South,2661898.323361101,22,35,120995.3783345955
C00589,Customer 0589,SMB,North,4110438.7020450905,29,38,141739.26558776174
C00590,Customer 0590,Mid-Market,North,4740777.980909397,23,43,206120.78177866942
C00591,Customer 0591,Enterprise,Central,7054471.426266481,25,67,282178.85705065925
C00592,Customer 0592,Mid-Market,South,3083093.936985218,22,38,140140.63349932808
C00593,Customer 0593,Mid-Market,South,5125938.157615922,23,51,222866.8764180836
C00594,Customer 0594,Mid-Market,West,3266955.711481472,14,28,233353.9793915337
C00595,Customer 0595,SMB,North,3543512.4324396164,25,39,141740.49729758466
C00596,Customer 0596,Mid-Market,South,5545128.208981925,21,46,264053.7242372345
C00597,Customer 0597,Mid-Market,East,3341345.3681597942,24,42,139222.72367332477
C00598,Customer 0598,Mid-Market,West,3360465.0506308125,23,38,146107.17611438315
C00599,Customer 0599,Enterprise,Central,3005751.0211534323,18,45,166986.16784185736
C00600,Customer 0600,Enterprise,West,6022803.749799203,28,66,215100.13392140012
C00601,Customer 0601,Enterprise,West,4657380.64508827,18,57,258743.36917157058
C00602,Customer 0602,SMB,East,1903314.6136720332,14,22,135951.04383371666
C00603,Customer 0603,SMB,Central,2854203.274866413,23,34,124095.79455940926
C00604,Customer 0604,Mid-Market,East,4145071.733400087,29,61,142933.50804827886
C00605,Customer 0605,Mid-Market,Central,4761121.019723532,24,48,198380.04248848048
C00606,Customer 0606,Mid-Market,East,2392827.2813818883,17,33,140754.5459636405
C00607,Customer 0607,SMB,Central,2502831.332654519,20,31,125141.56663272595
C00608,Customer 0608,SMB,North,2209994.913513499,19,29,116315.52176386835
C00609,Customer 0609,Mid-Market,East,3247974.395058404,24,45,135332.26646076684
C00610,Customer 0610,SMB,South,3359841.729251718,21,30,159992.46329770086
C00611,Customer 0611,Mid-Market,West,4915568.373887612,25,57,196622.73495550445
C00612,Customer 0612,Mid-Market,West,4367149.718513833,18,41,242619.42880632408
C00613,Customer 0613,SMB,Central,2379621.539324687,16,29,148726.34620779293
C00614,Customer 0614,Mid-Market,Central,4135698.199837939,20,40,206784.90999189694
C00615,Customer 0615,Mid-Market,South,2691994.4631185923,14,29,192285.31879418515
C00616,Customer 0616,Mid-Market,East,1868815.4788652433,26,43,71877.51841789397
C00617,Customer 0617,Mid-Market,East,3586678.7106793663,19,39,188772.56371996665
C00618,Customer 0618,Mid-Market,South,1287899.4071172217,10,20,128789.94071172217
C00619,Customer 0619,Mid-Market,North,5604039.396336954,24,50,233501.64151403974
C00620,Customer 0620,Mid-Market,North,2770965.0712537635,19,37,145840.2669080928
C00621,Customer 0621,Enterprise,East,3787474.913484553,18,54,210415.27297136406
C00622,Customer 0622,SMB,West,1704598.913979844,13,15,131122.99338306492
C00623,Customer 0623,Mid-Market,Central,3575279.7464595926,23,42,155446.94549824315
C00624,Customer 0624,SMB,West,1746752.9695594562,21,29,83178.71283616459
C00625,Customer 0625,Enterprise,Central,7122778.177102467,20,68,356138.9088551233
C00626,Customer 0626,Mid-Market,South,3776788.037819232,24,32,157366.168242468
C00627,Customer 0627,Mid-Market,East,3974445.3075360297,20,39,198722.2653768015
C00628,Customer 0628,SMB,North,3353154.9209026955,17,28,197244.40711192327
C00629,Customer 0629,Enterprise,West,4333066.720699919,17,55,254886.27768823056
C00630,Customer 0630,SMB,East,3437514.4240516783,22,32,156250.65563871266
C00631,Customer 0631,Mid-Market,Central,2970604.59485706,25,41,118824.18379428239
C00632,Customer 0632,Mid-Market,Central,4435235.35509995,28,48,158401.26268214107
C00633,Customer 0633,Mid-Market,North,5533646.124333672,30,62,184454.8708111224
C00634,Customer 0634,Enterprise,South,2993521.6105196383,23,49,130153.11350085384
C00635,Customer 0635,Mid-Market,North,3807846.6984782624,17,32,223990.9822634272
C00636,Customer 0636,Mid-Market,North,3985845.976703616,17,35,234461.52804138916
C00637,Customer 0637,Mid-Market,East,4691524.760213597,19,36,246922.35580071562
C00638,Customer 0638,Mid-Market,East,3705029.925755336,21,37,176429.9964645398
C00639,Customer 0639,Mid-Market,East,2355135.289555763,14,24,168223.94925398307
C00640,Customer 0640,Enterprise,Central,5651989.201821141,28,70,201856.7572078979
C00641,Customer 0641,Enterprise,East,3487500.1596964654,19,49,183552.63998402448
C00642,Customer 0642,Enterprise,East,6725645.082422099,28,63,240201.61008650353
C00643,Customer 0643,Enterprise,North,5260384.142405134,21,54,250494.48297167305
C00644,Customer 0644,Mid-Market,South,4871038.9317173455,28,56,173965.67613276234
C00645,Customer 0645,Enterprise,West,4723879.433967099,22,58,214721.79245304994
C00646,Customer 0646,SMB,Central,2431013.5840567662,20,22,121550.6792028383
C00647,Customer 0647,Enterprise,North,6826302.3681141855,23,69,296795.75513539935
C00648,Customer 0648,Enterprise,West,9658004.746777553,32,90,301812.64833679853
C00649,Customer 0649,SMB,East,2223171.745764143,22,31,101053.2611710974
C00650,Customer 0650,Mid-Market,North,2950753.0772788576,14,25,210768.07694848982
C00651,Customer 0651,Mid-Market,South,5222329.69469386,24,49,217597.07061224416
C00652,Customer 0652,SMB,Central,1780171.1191810751,18,26,98898.39551005972
C00653,Customer 0653,SMB,East,2774043.2725227517,18,28,154113.5151401529
C00654,Customer 0654,SMB,South,3580864.9502770402,21,30,170517.37858462095
C00655,Customer 0655,Enterprise,Central,5565666.673648087,24,57,231902.7780686703
C00656,Customer 0656,Mid-Market,South,2727710.845114024,18,30,151539.49139522354
C00657,Customer 0657,SMB,Central,2024092.8343933702,20,28,101204.6417196685
C00658,Customer 0658,SMB,South,4957092.929927682,28,45,177039.03321170292
C00659,Customer 0659,Enterprise,West,8070181.870593773,31,91,260328.44743850883
C00660,Customer 0660,Mid-Market,South,3055706.0733702616,24,49,127321.08639042756
C00661,Customer 0661,Mid-Market,South,3275969.782881799,19,51,172419.4622569368
C00662,Customer 0662,Enterprise,Central,3426016.418642259,18,45,190334.2454801255
C00663,Customer 0663,Mid-Market,North,4013266.603225342,18,35,222959.25573474122
C00664,Customer 0664,Mid-Market,North,3681840.728242353,19,40,193781.09096012384
C00665,Customer 0665,Mid-Market,South,5687250.656265644,27,51,210638.91319502387
C00666,Customer 0666,Enterprise,East,3911650.4041653248,17,45,230097.08259796028
C00667,Customer 0667,Mid-Market,East,3292120.6765657975,15,31,219474.71177105317
C00668,Customer 0668,Enterprise,Central,7323205.125074806,27,73,271229.819447215
C00669,Customer 0669,Mid-Market,South,4279629.618503834,25,52,171185.18474015337
C00670,Customer 0670,Enterprise,South,7628803.74882446,27,86,282548.2869934985
C00671,Customer 0671,SMB,North,2974700.2453226442,25,37,118988.00981290577
C00672,Customer 0672,Enterprise,West,6030265.110083028,21,69,287155.48143252515
C00673,Customer 0673,Mid-Market,Central,3555516.8962945,23,39,154587.69114323915
C00674,Customer 0674,Enterprise,East,3393398.440675585,17,42,199611.67298091677
C00675,Customer 0675,Enterprise,West,5125710.662203813,16,56,320356.9163877383
C00676,Customer 0676,Enterprise,South,6725681.391819404,26,72,258680.05353151556
C00677,Customer 0677,Enterprise,Central,5940026.780047222,17,59,349413.34000277775
C00678,Customer 0678,Enterprise,West,5493873.502772293,21,58,261613.02394153777
C00679,Customer 0679,Mid-Market,North,3401272.447514985,17,31,200074.84985382267
C00680,Customer 0680,Mid-Market,South,6069251.226240089,28,57,216758.97236571746
C00681,Customer 0681,Enterprise,North,4107945.2210641447,19,49,216207.64321390237
C00682,Customer 0682,Mid-Market,North,4401782.438291721,23,42,191381.84514311832
C00683,Customer 0683,Mid-Market,North,5016982.140660679,26,56,192960.85156387227
C00684,Customer 0684,Mid-Market,South,2970998.850372292,17,31,174764.63825719364
C00685,Customer 0685,Mid-Market,West,3327546.1605514935,22,47,151252.09820688606
C00686,Customer 0686,Enterprise,South,5142309.834259474,22,52,233741.35610270334
C00687,Customer 0687,Mid-Market,South,2279791.070721535,18,31,126655.05948452972
C00688,Customer 0688,Mid-Market,Central,1771962.3115969258,10,24,177196.23115969257
C00689,Customer 0689,SMB,East,3051243.1644972153,30,51,101708.1054832405
C00690,Customer 0690,SMB,West,3794883.2714658207,25,36,151795.33085863283
C00691,Customer 0691,SMB,South,3840339.6763386326,22,39,174560.89437902876
C00692,Customer 0692,Mid-Market,Central,3978440.160998515,27,56,147349.63559253758
C00693,Customer 0693,Enterprise,South,7813217.486563951,27,77,289378.42542829446
C00694,Customer 0694,Mid-Market,South,2654682.7974134358,16,28,165917.67483833974
C00695,Customer 0695,Mid-Market,Central,2404724.491977031,16,29,150295.28074856443
C00696,Customer 0696,Enterprise,West,3754158.705474635,20,56,187707.93527373177
C00697,Customer 0697,Enterprise,East,4790945.465164222,23,58,208301.97674627052
C00698,Customer 0698,Mid-Market,West,3632850.898103317,22,41,165129.58627742348
C00699,Customer 0699,Mid-Market,West,2294769.1382694426,18,28,127487.17434830236
C00700,Customer 0700,Enterprise,South,8184228.31929842,27,84,303119.56738142297
C00701,Customer 0701,SMB,South,2465584.5344746723,16,20,154099.03340466702
C00702,Customer 0702,Mid-Market,South,3973883.437047372,17,36,233757.8492380807
C00703,Customer 0703,SMB,North,2836611.113471779,25,36,113464.44453887116
C00704,Customer 0704,Mid-Market,Central,3784381.4436438354,20,38,189219.07218219177
C00705,Customer 0705,Mid-Market,South,2338103.688639674,14,29,167007.40633140528
C00706,Customer 0706,Enterprise,West,7275757.693280473,24,68,303156.57055335306
